param1,param2,param3,param4,param5,param6,param7,param8,param10,param11,param12,param13,param14,param15,param16,param17,is_anomaly
0.524245242,100,0,1,45,1.20916,10,7,1,1,9561,4354,341,0,10,1.058891568,0
0.206582066,7,1,1,48,3.20864,4,10,0,0,8080,9560,341,1,10,0.418714698,0
0.198121981,24,0,0,47,0.62052,10,3,0,0,4621,7905,341,0,3,0.399934076,0
0.960379604,58,1,0,4,0.64212,6,4,0,0,2963,957,341,0,0,1.936704073,0
0.467854679,21,0,1,72,3.67808,3,6,0,1,6454,1607,341,0,3,0.944972458,0
0.853918539,4,1,1,3,1.25548,6,2,1,0,2793,5070,341,0,6,1.723181575,1
0.767467675,49,1,1,76,2.785,1,4,1,1,4499,8144,342,0,0,1.549509472,1
0.71397714,71,0,0,93,2.72796,3,10,1,1,3477,5530,342,0,2,1.440541709,0
0.30896309,27,1,1,15,2.13948,9,3,1,0,2033,2708,342,0,5,0.62436897,1
0.689126891,26,1,1,33,0.24812,9,1,0,0,6392,2493,342,0,8,1.391615411,0
0.810608106,54,1,1,15,2.46764,2,2,1,0,5925,9705,342,1,8,1.6357134,1
0.526895269,92,1,0,43,3.72756,7,10,1,1,6782,6414,342,0,10,1.063186578,1
0.386913869,59,1,1,54,0.19036,3,6,0,1,4480,8502,342,1,6,0.781679877,0
0.609886099,68,0,1,59,0.05552,2,1,0,0,3340,7206,342,0,3,1.231150057,0
0.410494105,73,1,0,19,2.09028,10,6,1,0,389,6118,343,1,7,0.828548544,1
0.253862539,30,1,0,35,3.85428,3,10,0,0,5449,3239,343,1,8,0.51271617,0
0.456814568,8,1,0,91,1.25232,1,8,1,1,2800,5238,343,0,6,0.92234537,1
0.129681297,46,1,0,71,0.90248,9,9,0,0,7147,16,343,0,8,0.262807728,0
0.050170502,48,0,0,49,2.86816,1,5,1,0,9420,7264,343,0,5,0.102103637,0
0.182811828,9,1,0,76,3.58032,4,3,0,1,9815,140,343,0,4,0.370994465,0
0.310403104,15,1,0,9,3.06456,3,10,1,1,8377,1155,343,1,1,0.626746564,1
0.856618566,8,1,0,22,0.31092,4,8,1,0,679,9323,343,1,10,1.727808866,1
0.217922179,24,1,0,64,2.45548,1,2,1,1,7975,1937,343,0,9,0.439996899,1
0.417514175,80,1,1,13,3.12504,1,2,1,0,6917,5314,343,1,1,0.843919854,1
0.602446024,35,1,1,47,2.79568,6,10,1,0,1418,923,344,0,7,1.216570298,1
0.244392444,17,1,0,65,2.39068,9,5,1,1,9638,9742,344,0,1,0.493809466,1
0.393093931,80,1,1,32,1.62988,4,3,0,0,9448,6462,344,1,7,0.79428186,0
0.879158792,21,1,1,100,1.9174,8,1,1,0,9853,9757,344,1,10,1.774188023,1
0.841818418,78,0,1,3,0.39584,7,1,0,1,3900,8997,345,0,5,1.697545918,0
0.816248162,8,1,1,4,3.86504,9,1,1,1,7404,9394,345,1,3,1.646972915,1
0.766497665,77,0,0,76,2.48988,1,3,0,0,4138,3412,345,1,10,1.545769875,0
0.702107021,48,1,0,56,1.25044,9,9,1,0,8937,8411,345,0,1,1.416280434,1
0.736447364,18,0,0,7,3.48788,9,4,0,0,4485,5615,345,0,4,1.484878294,0
0.704887049,61,1,0,35,2.70636,3,7,0,1,7391,5950,345,0,10,1.422198241,0
0.337433374,56,1,1,29,0.8778,10,8,0,1,7330,3012,345,0,6,0.681981958,1
0.170511705,46,1,1,43,2.70312,2,2,1,1,6481,7029,346,0,2,0.344742793,1
0.133741337,74,1,0,34,1.97488,6,9,1,1,5906,9308,346,1,0,0.270588962,1
0.065780658,34,0,1,27,0.115,4,4,0,0,7746,6634,346,0,6,0.133477654,0
0.366703667,12,0,1,54,3.25944,1,9,1,1,7937,1759,346,0,2,0.741119238,0
0.253732537,73,1,0,32,1.28744,3,7,1,0,6935,1510,347,0,2,0.512456245,1
0.296892969,45,1,0,22,1.6344,1,10,1,1,8498,7641,347,1,7,0.59952184,1
0.047710477,56,1,0,12,1.38056,9,4,1,0,4590,4074,347,0,10,0.096874846,1
0.546945469,75,1,0,73,0.1408,9,8,0,0,7413,6666,347,0,4,1.104568887,0
0.340593406,49,0,0,90,2.53956,4,8,0,1,4138,5337,347,0,2,0.68799105,0
0.74704747,31,0,0,22,3.747,1,9,1,0,7463,8866,347,0,9,1.506488905,0
0.322633226,76,0,1,92,1.11808,8,1,1,1,8164,3706,348,0,3,0.652371697,0
0.0099801,21,0,1,90,0.51436,6,5,0,0,8604,482,348,0,9,0.021108299,0
0.708687087,70,1,1,39,0.49296,10,8,1,1,821,8503,348,0,1,1.430623291,1
0.342883429,43,1,0,41,2.0648,8,4,1,1,4489,5060,348,1,0,0.692613543,1
0.234442344,72,0,1,62,1.17632,2,1,0,1,3821,4186,348,1,4,0.473592228,0
0.803238032,100,1,0,86,1.98812,3,8,1,0,5662,8850,349,0,1,1.621994441,1
0.25704257,43,1,0,33,2.57084,4,7,1,1,1012,6477,349,1,2,0.519129232,1
0.127161272,25,1,0,78,3.08788,6,4,1,0,1945,583,350,1,8,0.257768624,1
0.857728577,6,0,0,33,3.68484,3,1,0,1,9717,7382,350,1,9,1.729551474,0
0.421174212,95,1,1,24,1.81708,1,2,1,0,4629,1482,350,1,1,0.850388134,1
0.782167822,45,1,1,89,2.53936,1,6,1,1,2643,4018,351,0,6,1.57903375,1
0.83197832,46,1,1,68,1.4696,7,5,1,0,4439,9572,351,1,2,1.678923473,1
0.565465655,30,0,1,75,3.43216,6,10,0,1,9104,6226,351,1,10,1.140872094,0
0.949399494,46,1,1,48,2.2062,9,10,1,0,9164,9600,351,1,7,1.915978696,1
0.396213962,9,1,0,58,2.52676,4,3,1,1,9093,4996,351,0,10,0.800897351,1
0.625636256,35,1,1,66,1.48256,7,6,1,0,6669,3384,351,1,7,1.263682661,1
0.894928949,44,0,1,68,1.76844,10,9,0,0,7276,5013,351,0,8,1.805895993,0
0.668146681,39,1,0,57,1.43136,5,10,0,1,95,8714,351,0,1,1.347669551,0
0.503735037,38,0,1,53,0.14076,8,3,0,1,1500,8923,352,0,3,1.016791294,0
0.685796858,67,1,0,70,2.21992,9,2,0,1,3523,7099,352,0,4,1.384726205,0
0.533135331,19,1,0,35,0.8566,8,4,1,0,2157,5123,352,0,4,1.075546236,1
0.389693897,31,1,1,48,3.68444,8,4,1,1,6113,1383,352,1,0,0.787135027,1
0.646936469,12,1,0,10,3.01224,8,3,0,0,9194,8454,352,1,8,1.304849134,0
0.479384794,17,0,0,68,2.56988,7,1,0,1,327,209,352,1,8,0.967263113,0
0.917169172,7,1,1,97,2.77112,8,5,1,0,9715,8665,352,1,4,1.851534323,1
0.381713817,51,1,1,83,2.22092,3,1,0,1,7410,4011,352,1,4,0.771403676,0
0.30896309,94,0,0,40,1.0604,9,4,1,0,2375,6784,353,0,0,0.623533249,0
0.881828818,3,1,1,82,1.418,8,9,1,1,1245,604,353,1,8,1.780147399,1
0.571185712,31,1,1,49,1.2778,2,5,1,1,5712,6881,353,0,0,1.152953621,1
0.235542355,69,1,1,31,0.75968,3,3,1,0,1667,5086,354,1,10,0.47679631,1
0.646546465,32,0,0,22,0.5902,9,5,0,0,8748,1777,354,1,7,1.303937086,0
0.240212402,4,1,0,4,0.34744,2,7,1,0,804,6439,354,1,9,0.485348208,1
0.274512745,80,0,1,20,1.2882,4,3,0,0,934,3608,354,1,9,0.553830167,0
0.993719937,31,1,1,16,3.85188,7,8,1,1,3258,6296,354,1,8,2.004872984,1
0.459894599,84,1,1,74,1.62908,5,5,1,1,5937,6394,354,1,0,0.929712009,1
0.875668757,38,1,0,15,1.63928,9,8,0,0,4781,5281,354,0,6,1.765948446,0
0.822448224,92,0,1,24,2.56868,7,5,1,1,4073,6718,355,0,10,1.658930255,0
0.748937489,94,1,0,87,0.6184,2,8,1,1,4898,8885,355,0,0,1.510858387,1
0.017540175,87,1,0,70,2.47144,1,6,1,1,5466,4262,355,1,2,0.037297246,1
0.018620186,48,0,0,90,2.29444,7,3,1,1,4361,8624,355,0,3,0.039018061,0
0.138531385,71,0,0,21,2.5556,2,2,1,1,9801,4258,356,0,0,0.279712382,0
0.495924959,24,1,0,34,3.2882,3,9,1,0,3635,5514,356,1,10,1.000700285,1
0.579165792,51,0,0,24,0.35204,8,1,0,1,3831,5615,356,1,1,1.167837094,0
0.186811868,89,1,1,18,1.90804,9,3,1,1,1036,5526,356,1,5,0.378277238,1
0.889768898,6,1,0,74,1.07028,3,3,0,1,4176,1412,357,1,8,1.795510826,0
0.172521725,90,0,0,23,2.34636,2,9,0,1,3183,1757,357,0,10,0.348136502,0
0.10697107,20,1,1,19,3.52516,9,7,1,0,2175,7806,357,1,1,0.216749623,1
0.271342713,62,1,0,2,0.05992,7,7,0,0,3718,9140,357,1,3,0.547471396,0
0.362683627,26,0,1,36,3.4684,10,10,1,1,2822,9867,357,1,7,0.732021946,0
0.192681927,12,1,0,77,1.53884,3,5,1,0,1133,5202,357,1,3,0.390707597,1
0.567305673,16,0,0,58,0.65032,7,5,1,0,3300,528,357,0,9,1.144038275,0
0.611406114,96,0,1,56,2.2926,7,8,1,1,4298,3827,358,0,8,1.23396297,0
0.253092531,28,1,0,53,2.58728,4,6,1,0,923,821,358,0,9,0.51112051,1
0.528435284,75,1,1,50,2.14756,6,7,0,1,5877,1381,358,1,3,1.066694071,0
0.30204302,85,0,0,4,3.92684,3,3,1,0,2939,637,358,1,5,0.609097696,0
0.561915619,6,1,1,51,3.37252,5,8,1,1,5181,8338,358,0,4,1.134069698,1
0.914419144,41,1,1,88,3.7634,2,3,1,0,5440,8557,359,0,0,1.845720261,1
0.400814008,48,0,0,21,3.93984,6,6,1,0,1731,7398,359,1,10,0.808305319,0
0.323163232,47,0,0,6,1.11756,10,4,0,1,659,7141,359,0,3,0.651690967,1
0.852728527,89,1,0,34,0.07252,8,9,0,1,7286,9107,359,1,3,1.719911751,0
0.676716767,96,0,0,23,0.2124,10,10,1,1,2969,1761,359,0,5,1.364802903,0
0.51203512,59,0,0,58,1.25032,2,9,1,0,8413,3175,359,0,5,1.032936937,0
0.673916739,31,1,1,23,2.07612,4,10,1,0,5136,5840,359,0,6,1.360766588,1
0.206142061,15,1,1,87,3.53112,9,4,1,1,9037,5714,359,1,5,0.417452911,1
0.371113711,97,1,0,22,2.42264,7,2,1,1,265,7725,360,0,7,0.749633619,1
0.995929959,47,1,0,61,1.66216,7,5,1,1,9635,3509,360,1,3,2.008627701,1
0.874368744,65,1,0,77,3.73852,4,5,0,0,6671,7593,360,0,6,1.764799254,0
0.952159522,72,0,0,8,0.33396,7,9,0,0,304,5007,360,1,6,1.919748856,0
0.804158042,21,1,0,69,3.3928,9,6,1,0,4326,6976,360,1,2,1.623554478,1
0.549935499,22,1,0,70,0.68672,6,2,0,1,4944,3988,360,0,5,1.109577307,0
0.63397634,52,1,1,17,2.17136,5,8,1,1,9719,1441,360,0,3,1.279088666,1
0.464134641,38,1,1,18,0.91936,4,4,1,0,1579,9465,361,0,10,0.937963057,1
0.61798618,46,0,0,54,0.33336,8,1,1,0,9956,8006,361,0,0,1.24632672,0
0.359443594,12,1,1,56,2.19952,4,2,1,1,7476,3509,361,0,10,0.7259708,1
0.72495725,90,0,1,55,0.26508,8,8,0,1,5340,9491,361,1,8,1.462749888,0
0.85198852,59,0,0,4,3.4534,9,7,1,0,6092,8880,361,1,10,1.717834484,0
0.892208922,31,1,0,64,0.64232,2,9,1,1,6972,6571,361,0,8,1.799956817,1
0.411884119,30,1,0,62,0.8358,8,9,0,1,33,7475,361,1,1,0.831132114,0
0.054750548,37,0,0,51,0.05536,1,5,1,1,1553,4370,361,1,10,0.111217561,0
0.131121311,74,1,1,26,1.88636,8,9,1,1,1633,1105,362,1,9,0.265845629,1
0.103421034,83,1,1,39,2.64044,5,3,1,0,4790,3600,362,0,1,0.210374482,1
0.91701917,91,1,0,52,3.23492,3,3,1,0,657,346,362,1,8,1.849552937,1
0.183681837,21,0,0,7,0.27288,9,9,1,0,637,5404,362,0,10,0.37049804,0
0.458594586,4,0,1,69,1.21868,7,2,0,1,3926,3239,362,0,9,0.926401099,0
0.53500535,26,0,0,16,0.49416,1,5,0,1,7448,6783,362,1,6,1.078697538,0
0.933199332,53,1,0,61,0.84256,9,8,1,0,4258,9415,362,0,9,1.882660308,1
0.825258253,63,0,1,38,1.31544,1,4,0,1,9388,7718,363,0,7,1.665013355,0
0.45199452,42,1,1,35,2.57872,10,9,0,0,6758,9915,363,1,2,0.912251236,0
0.184851849,38,1,0,93,3.8246,2,2,1,0,7715,1251,363,0,9,0.373630875,1
0.525545255,82,0,1,58,0.7964,4,6,0,1,180,9919,363,0,4,1.060439105,0
0.927259273,81,1,1,33,2.73196,6,6,0,0,4903,8180,363,0,1,1.871559595,0
0.949479495,30,1,0,97,2.35312,6,2,1,1,4753,9807,364,0,9,1.915578133,1
0.721507215,83,1,0,87,2.89592,4,1,0,0,7663,5392,364,0,7,1.456255843,0
0.958759588,70,1,1,14,1.02804,4,8,1,0,879,455,364,0,1,1.934922616,1
0.981149811,73,1,0,52,0.11124,10,10,0,1,734,3127,365,0,0,1.979211986,0
0.064540645,29,0,0,63,3.24784,4,2,0,1,9136,3205,365,1,2,0.130374554,0
0.862848628,100,1,0,22,2.68528,3,4,1,0,7612,7741,366,0,3,1.740402079,1
0.715917159,20,1,0,58,1.87336,7,4,0,0,6486,3310,366,0,0,1.444676426,0
0.565595656,23,1,0,60,1.89592,8,4,1,0,9091,1223,366,0,4,1.141279088,1
0.002910029,22,1,1,47,0.79296,5,10,1,0,6446,1384,366,0,10,0.0077442,1
0.284362844,50,0,1,90,0.44268,5,6,1,1,3497,5452,366,0,1,0.574239633,0
0.03798038,53,1,0,39,2.06476,3,8,1,0,8370,4907,366,0,4,0.077726542,1
0.680466805,66,1,0,80,0.14376,4,10,1,1,1353,6033,366,1,3,1.37455135,1
0.702747027,93,1,1,32,2.88748,6,10,1,0,5016,8006,367,0,2,1.417828456,1
0.663716637,49,0,1,75,0.15792,6,5,0,1,5198,3616,367,0,9,1.33990009,0
0.130051301,81,1,0,9,0.93036,10,7,1,1,7738,4663,368,1,4,0.263011044,1
0.995649956,30,1,1,30,1.08848,5,5,1,1,981,7570,368,1,10,2.009130194,1
0.871118711,33,1,0,79,1.70912,5,5,1,0,9576,7697,368,0,9,1.758344138,1
0.653496535,77,1,0,70,0.42328,1,9,1,1,3458,147,369,0,4,1.319423733,1
0.610576106,65,1,0,77,0.68204,9,8,1,0,9762,545,369,1,6,1.232730375,1
0.373943739,85,0,1,50,0.22532,6,8,0,1,5502,6562,369,0,4,0.755537615,0
0.970089701,89,0,1,4,0.45864,9,5,1,1,8321,5231,369,1,0,1.956255863,0
0.308723087,54,0,0,19,2.38112,3,6,1,0,5917,9099,370,1,9,0.62257701,0
0.706347063,46,0,0,7,2.97372,8,5,0,1,6044,4777,370,1,9,1.424253211,0
0.328423284,93,1,0,30,3.39496,2,3,0,0,6137,8895,371,1,3,0.663518355,0
0.662636626,51,0,1,4,1.14564,1,7,0,0,9244,7982,371,1,8,1.336292784,0
0.822858229,19,0,0,22,2.9218,4,5,0,0,782,2211,372,0,8,1.659114197,0
0.064920649,76,0,0,88,3.24176,10,3,1,0,2655,6299,372,0,9,0.131558604,0
0.555925559,68,0,1,10,3.23244,7,6,0,0,7719,4694,372,1,0,1.121890636,0
0.80699807,20,1,0,88,2.6058,3,10,0,1,1740,1538,372,0,8,1.627851263,0
0.406474065,84,1,1,96,3.46192,3,3,0,1,8371,4417,372,1,0,0.821990167,0
0.960919609,100,0,1,24,3.99496,10,3,0,0,6546,4094,373,0,6,1.938408134,0
0.09897099,83,1,0,55,2.23276,3,7,0,1,4632,3724,373,1,3,0.20100545,0
0.569665697,77,0,1,17,2.294,9,7,0,0,8974,4039,373,0,2,1.14933938,0
0.449674497,50,1,1,77,1.30452,7,10,1,0,19,5029,373,1,1,0.908312234,1
0.414184142,66,0,0,55,0.84208,2,9,0,1,4988,6075,373,0,10,0.835672838,0
0.700337003,37,0,1,56,2.325,8,5,0,0,730,5891,373,1,2,1.413158263,0
0.213602136,8,1,0,60,3.0042,4,7,1,1,8744,3286,374,0,4,0.431319141,1
0.855588556,48,1,0,83,2.21272,2,9,0,1,7997,655,374,1,0,1.727483964,0
0.224222242,53,1,0,84,1.55672,2,8,1,1,1457,9372,374,0,1,0.454174523,1
0.302913029,10,0,0,24,0.59656,4,8,0,1,9572,7717,374,0,7,0.610880765,0
0.191271913,31,1,0,5,0.299,2,9,0,0,5387,4430,374,0,4,0.386005189,0
0.475634756,82,1,0,55,3.88924,9,4,1,1,931,5691,374,1,3,0.960634176,1
0.384313843,57,1,0,60,2.76796,9,3,1,0,4121,3307,374,0,8,0.77585884,1
0.860498605,35,1,1,49,0.41372,4,9,1,1,6318,2182,374,1,1,1.736896643,1
0.36095361,34,1,1,32,1.5662,10,4,1,1,9812,1245,375,1,3,0.729235644,1
0.57897579,28,1,0,3,2.74504,6,9,1,1,9796,907,375,0,7,1.167836368,1
0.010860109,4,1,0,81,1.38276,2,2,0,1,64,7702,375,1,9,0.023398156,0
0.660706607,38,1,1,10,1.15616,1,4,1,0,9697,7179,375,1,5,1.333856766,1
0.036330363,11,1,1,32,2.74928,3,1,0,0,5900,3735,375,0,5,0.075633469,0
0.263282633,12,1,1,8,2.16796,3,5,1,0,5098,9630,375,0,10,0.532171534,1
0.384803848,99,1,0,83,1.99312,3,3,1,0,7385,1467,376,0,5,0.776920879,1
0.493864939,96,0,1,76,1.08108,10,2,1,1,3940,4447,376,1,0,0.996526598,0
0.566945669,26,0,0,46,1.6502,8,4,1,1,9061,3036,376,1,10,1.143933825,0
0.023140231,62,1,1,90,3.97412,8,6,1,0,7391,3786,376,0,6,0.048638672,1
0.954929549,65,1,1,77,3.7682,9,2,1,1,8248,5604,376,0,10,1.927996961,1
0.347463475,12,1,0,15,2.30672,10,5,0,0,2840,3137,377,0,4,0.701238865,0
0.610676107,81,1,0,39,2.71788,2,5,1,1,5257,3215,377,0,2,1.231763089,1
0.052640526,4,1,0,60,0.6118,6,7,1,1,1666,4155,377,1,10,0.107902861,1
0.701247012,46,1,1,31,1.52632,9,5,1,0,7515,891,377,0,1,1.41478239,1
0.554845548,78,0,1,28,3.73924,8,10,1,1,3639,1147,377,0,7,1.119957575,0
0.109321093,28,0,0,49,3.32532,1,8,0,0,5345,1030,377,1,9,0.220590081,0
0.968679687,69,1,1,2,1.01124,5,8,1,0,8715,3142,377,0,6,1.954566014,1
0.18101181,6,1,1,97,0.80688,10,4,1,1,8163,6252,377,0,2,0.367871165,1
0.434324343,44,0,1,34,0.0312,1,4,1,0,2077,3329,377,0,6,0.876412096,0
0.110061101,48,1,1,87,1.06752,1,2,1,1,8194,4306,378,0,7,0.223355215,1
0.746417464,91,0,0,16,0.12244,6,10,0,1,2163,6351,378,1,4,1.505035515,0
0.266592666,18,1,1,88,3.14756,10,8,0,1,2832,9254,378,0,2,0.539751993,0
0.742277423,84,1,0,5,3.94944,7,7,1,0,4609,7857,378,0,5,1.497470398,1
0.038540385,7,1,0,25,1.31676,8,7,1,1,6606,1877,378,1,10,0.079246924,1
0.618676187,58,1,0,9,0.90896,5,6,0,0,5775,6613,378,1,4,1.248110152,0
0.687266873,93,1,1,44,1.85772,10,5,1,1,381,2887,378,1,0,1.387337295,1
0.667466675,6,1,0,10,0.88556,7,3,0,0,1567,9732,378,1,3,1.346473829,0
0.508735087,95,0,0,38,0.43676,7,10,1,0,4083,9834,379,0,4,1.026075774,0
0.680636806,52,1,0,51,0.2494,10,4,0,1,9550,3622,379,1,4,1.37367928,0
0.831108311,43,1,0,75,2.20184,7,10,1,0,4108,5663,380,1,7,1.677657896,1
0.813758138,67,1,0,90,1.81668,8,3,0,0,5634,4753,380,1,5,1.641850187,0
0.54901549,65,0,1,71,3.44112,2,9,1,0,3885,6057,380,0,10,1.10878233,0
0.027670277,16,1,0,84,1.95528,3,6,1,0,5401,9395,380,1,6,0.056929113,1
0.33098331,24,1,1,13,0.6638,8,10,0,0,3844,9677,380,0,5,0.669017837,0
0.779367794,43,1,0,54,2.86928,1,6,0,0,3782,4717,380,1,2,1.57248513,0
0.589495895,9,0,0,36,1.23744,7,9,1,0,9186,1337,380,0,1,1.18888713,0
0.103701037,59,1,1,2,0.76412,1,4,1,1,3456,2977,380,0,2,0.210817785,1
0.369683697,27,1,1,92,3.10432,10,7,1,1,2785,3673,381,1,8,0.748249076,1
0.223742237,13,1,0,67,2.98504,10,5,1,0,3445,10,381,0,5,0.452415404,1
0.866078661,8,1,0,98,2.3908,3,3,1,0,5389,1169,381,0,0,1.747694368,1
0.392223922,55,1,0,25,0.43496,8,3,1,0,4245,1694,381,1,6,0.792194271,1
0.20395204,11,0,1,24,0.6506,5,1,1,0,5170,6902,381,1,10,0.41160244,0
0.019330193,57,0,0,18,1.49352,2,8,1,1,9381,2689,382,1,9,0.03917271,0
0.464214642,43,1,0,23,1.0842,2,7,1,1,1517,7148,382,0,8,0.936671978,1
0.698156982,68,1,0,96,1.35756,9,3,1,1,4764,3233,382,1,8,1.410179754,1
0.365283653,9,0,1,68,0.8152,10,10,1,1,6944,1545,382,1,9,0.738729206,0
0.834218342,32,1,1,9,2.2984,6,7,1,0,922,6081,382,0,8,1.683145383,1
0.831178312,48,1,0,1,2.03044,6,6,1,1,7867,1113,382,1,1,1.676305993,1
0.753507535,6,0,1,64,1.33912,7,5,0,1,2329,2609,382,1,3,1.52006013,0
0.546465465,10,1,0,98,0.49784,4,4,0,1,4716,7795,383,0,10,1.104626565,0
0.353753538,23,0,1,93,3.52292,1,3,0,0,9591,5451,383,1,9,0.715217669,0
0.391303913,3,0,1,52,0.82844,3,10,1,1,3279,2622,383,0,6,0.790581112,0
0.659536595,9,1,0,9,0.41596,5,2,1,1,3460,8575,383,0,8,1.330452957,1
0.103691037,30,1,0,68,2.04196,8,10,0,0,9629,7874,383,0,10,0.210645495,0
0.06601066,52,1,1,81,2.96256,10,6,0,1,2785,927,384,1,4,0.135904297,0
0.528665287,23,0,1,40,0.40528,8,8,0,1,933,8316,384,0,4,1.067248275,0
0.759857599,60,1,0,67,0.26068,6,9,1,1,4878,281,384,1,5,1.533651898,1
0.901109011,64,1,0,52,3.2558,3,5,1,0,8600,8061,384,0,0,1.818348045,1
0.757317573,13,0,0,98,1.2524,9,5,0,0,9189,6072,384,0,0,1.528345893,0
0.621376214,80,1,0,91,3.239,2,8,0,1,5487,7667,384,1,10,1.254164604,0
0.393423934,7,1,1,84,3.54848,5,7,0,1,1003,2398,385,1,2,0.795555038,0
0.448544485,18,1,0,79,3.5308,2,7,1,1,5217,4224,385,0,2,0.905080251,1
0.082420824,33,1,1,76,2.1772,1,8,1,1,1941,3466,385,1,7,0.169602826,1
0.735917359,82,0,1,2,0.33896,2,6,0,1,3338,3494,385,0,0,1.484400739,0
0.32597326,81,1,0,64,3.96536,4,7,1,1,7663,2244,385,1,4,0.659124055,1
0.019470195,6,0,0,43,1.86392,10,10,1,1,8878,2035,385,0,6,0.039959401,0
0.163351634,35,0,0,76,0.587,10,6,1,1,6086,787,385,1,2,0.329783961,0
0.575825758,76,0,0,55,1.32292,8,1,1,0,7345,7193,385,0,2,1.161813749,0
0.432784328,23,1,1,99,2.01728,5,9,1,1,2231,7900,385,1,8,0.875029731,1
0.746937469,98,1,0,57,2.799,6,3,1,0,5655,5743,386,1,8,1.507253682,1
0.367943679,79,1,0,82,2.20628,5,2,1,0,3235,7402,386,0,10,0.742817735,1
0.927599276,25,0,1,83,2.88136,8,10,1,0,7449,6371,386,0,9,1.870836792,0
0.501145011,15,1,1,14,1.7746,2,9,1,1,1870,7534,386,1,9,1.012025784,1
0.359673597,25,1,1,60,2.63096,3,9,0,0,1499,6939,386,0,7,0.727374998,0
0.271932719,57,1,1,5,3.27888,7,4,1,1,2151,4420,386,1,4,0.549675774,1
0.328393284,17,1,1,22,2.43204,6,7,1,0,3101,3591,386,0,4,0.664201564,1
0.173891739,98,1,0,30,0.4896,8,1,1,0,1922,9714,387,0,3,0.351707237,1
0.855258553,80,1,0,55,3.17384,5,10,1,0,2075,4530,387,0,2,1.725373553,1
0.187421874,10,0,1,10,3.37368,5,1,1,1,9836,9056,387,0,6,0.37894825,0
0.592925929,59,0,0,3,3.4442,7,8,0,0,5662,3061,387,0,8,1.195484154,0
0.36297363,52,1,1,60,1.06896,7,7,1,0,1214,173,387,0,2,0.733375179,1
0.292782928,81,1,1,45,2.76892,1,9,0,1,19,246,387,1,4,0.591764113,0
0.975509755,89,1,1,98,3.1262,2,5,1,0,5391,897,388,0,0,1.968664066,1
0.512375124,92,1,1,32,0.37312,7,9,1,0,9301,5658,388,0,7,1.034368452,1
0.430844308,5,1,0,27,1.3416,9,10,0,1,7387,8377,388,0,1,0.869482792,0
0.666216662,48,0,0,89,2.0866,10,1,1,1,5024,8103,388,1,4,1.343960617,1
0.955689557,61,0,1,56,3.19364,2,8,0,0,8392,3187,388,1,0,1.927723689,0
0.640796408,93,0,0,50,3.29472,7,8,0,0,7255,2140,388,1,8,1.292854175,0
0.348543485,61,1,1,31,3.0916,8,1,1,1,6726,36,388,1,0,0.703962932,1
0.575625756,87,0,0,7,3.20016,7,5,0,0,6694,7664,388,0,9,1.160606838,0
0.442194422,15,1,1,82,1.8438,1,5,1,0,9721,4242,388,1,1,0.89447062,1
0.811718117,100,1,1,10,2.17684,3,10,1,0,9872,4823,389,1,6,1.637651159,1
0.011210112,9,1,1,80,0.75012,6,1,0,0,2530,93,389,1,8,0.0255581,0
0.862578626,56,1,1,49,1.4546,6,1,1,0,4749,5422,389,0,2,1.741634876,1
0.6400064,54,0,1,85,0.13056,7,6,1,0,9149,8764,389,0,3,1.291841387,0
0.931129311,76,1,0,17,0.93404,6,10,0,0,88,9958,390,1,9,1.87834169,0
0.012560126,2,1,0,9,3.91904,10,9,0,1,4159,4,390,0,3,0.026297133,0
0.351223512,45,0,1,76,3.40232,4,1,1,1,9919,1326,390,1,1,0.709512673,0
0.926619266,45,1,1,50,3.52128,7,6,1,0,831,9890,390,1,8,1.870150962,1
0.071480715,50,0,1,51,2.64496,10,3,1,0,2714,4720,390,0,0,0.145773887,0
0.101181012,72,1,1,28,0.20428,7,4,1,1,1491,790,391,0,10,0.205754468,1
0.194461945,22,1,0,58,0.38792,1,10,1,0,1437,2804,391,1,5,0.39266229,1
0.001630016,6,0,0,29,1.07044,4,3,1,0,6022,8521,391,1,3,0.003500416,0
0.969239692,94,1,0,2,3.6044,4,3,1,1,9683,7278,392,0,4,1.954415518,1
0.622776228,35,1,1,59,3.99216,4,6,1,0,7920,5846,392,1,2,1.257221214,1
0.620836208,96,0,1,81,0.34304,2,5,1,0,7667,4589,392,0,1,1.25358764,0
0.812608126,66,0,0,3,2.22204,5,5,1,1,152,6991,392,0,4,1.638442084,0
0.996659967,16,1,1,52,0.68308,1,9,1,1,136,5779,392,1,9,2.011200808,1
0.035870359,84,1,1,51,2.16504,8,3,1,1,6271,202,392,0,3,0.074158528,1
0.282382824,51,0,1,51,2.5868,1,1,1,0,2933,7706,392,0,0,0.570173944,0
0.730647306,12,1,1,49,2.11644,8,10,0,0,7086,6192,392,0,2,1.474135042,0
0.060610606,21,1,1,22,1.31964,10,4,1,0,2559,8248,392,0,0,0.123605786,1
0.318733187,56,1,1,44,1.58212,8,6,1,0,9443,1920,393,0,8,0.644615038,1
0.412764128,90,1,1,66,1.4956,4,7,0,1,7369,4787,393,0,2,0.833924101,0
0.444754448,84,0,1,44,1.47976,4,9,0,1,7786,7651,393,0,1,0.8976921,0
0.52599526,49,0,1,72,0.00616,7,9,1,0,6889,127,393,0,3,1.061817136,0
0.595225952,13,1,1,24,3.18596,3,5,1,0,3542,7925,394,1,9,1.201467905,1
